107.09.11,FB106,火鶴花-丘比特,105,台北市場,12,8,5,7.9,1995
107.09.11,FB108,火鶴花-千里達,105,台北市場,9,6,5,6.4,175
107.09.11,FB111,火鶴花-月光,105,台北市場,10,9,8,9,150
107.09.11,FB201,火鶴花-桔綠邊,105,台北市場,13,13,13,13,30
107.09.11,FB302,火鶴花-黃瑪莉,105,台北市場,13,7,5,7.5,241
107.09.11,FB401,火鶴花-夏粉　,105,台北市場,16,13,6,11.9,290
107.09.11,FB405,火鶴花-粉綠邊,105,台北市場,8,8,8,8,35
107.09.11,FB407,火鶴花-夢幻,105,台北市場,14,10,6,10.3,2399
107.09.11,FB408,火鶴花-粉佳人,105,台北市場,6,6,6,6,20
107.09.11,FB411,火鶴花-王妃,105,台北市場,12,11,8,10.4,325
107.09.11,FB415,火鶴花-羅莎,105,台北市場,16,8,5,8.8,585
107.09.11,FB419,火鶴花-太極,105,台北市場,13,10,7,10.2,1060
107.09.11,FB420,火鶴花-小紅莓,105,台北市場,14,10,8,10.4,142
107.09.11,FB500,火鶴花-翠綠,105,台北市場,15,12,8,11.9,825
107.09.11,FB601,火鶴花-白青心,105,台北市場,15,9,7,9.9,205
107.09.11,FB607,火鶴花-月亮女神,105,台北市場,11,11,11,11,40
107.09.11,FB700,火鶴花-花紫,105,台北市場,15,15,15,15,100
107.09.11,FB801,火鶴花-咖啡條紋,105,台北市場,8,8,8,8,20
107.09.11,FC316,大菊-黃精競,105,台北市場,65,41,18,41.3,666
107.09.11,FC613,大菊-白天星,105,台北市場,80,49,22,49.8,2894
107.09.11,FD001,小菊-混合色,105,台北市場,32,32,32,32,11
107.09.11,FD131,小菊-小紅娘,105,台北市場,28,15,15,17.7,176
107.09.11,FD138,小菊-卡洛琳,105,台北市場,82,47,19,48.3,945
107.09.11,FD200,小菊-金,105,台北市場,74,60,19,54.9,278
107.09.11,FD300,小菊-黃,105,台北市場,55,41,24,40.3,194
107.09.11,FD308,小菊-黃丁字菊,105,台北市場,19,16,15,16.5,399
107.09.11,FD321,小菊-吉祥黃,105,台北市場,25,23,16,21.8,190
107.09.11,FD400,小菊-粉,105,台北市場,60,31,19,34.5,755
107.09.11,FD422,小菊-吉祥小粉,105,台北市場,33,22,18,23.6,652
107.09.11,FD423,小菊-粉日記,105,台北市場,28,22,19,22.6,505
107.09.11,FD433,小菊-芬蘭小粉,105,台北市場,20,20,20,20,84
107.09.11,FD632,小菊-珍珠白,105,台北市場,49,42,32,41.4,225
107.09.11,FD645,小菊-白斯不列,105,台北市場,123,75,37,76.8,1290
107.09.11,FD800,小菊-染色小菊,105,台北市場,32,23,15,23.1,249
107.09.11,FE001,非洲菊-混合色,105,台北市場,39,36,33,36.3,1024
107.09.11,FE100,非洲菊-紅,105,台北市場,25,25,25,25,40
107.09.11,FE106,非洲菊-蘿瑞托,105,台北市場,30,30,30,30,28
107.09.11,FE201,非洲菊-太陽神,105,台北市場,15,15,15,15,40
107.09.11,FE202,非洲菊-沙丘,105,台北市場,45,33,21,33,60
107.09.11,FE300,非洲菊-黃,105,台北市場,44,39,27,37.3,170
107.09.11,FE400,非洲菊-粉,105,台北市場,66,66,66,66,20
107.09.11,FE401,非洲菊-伊斯瑪拉,105,台北市場,85,59,30,58.5,194
107.09.11,FE409,非洲菊-粉紅魅力,105,台北市場,47,26,20,29,810
107.09.11,FE415,非洲菊-粉美麗,105,台北市場,67,67,67,67,20
107.09.11,FE600,非洲菊-白,105,台北市場,36,31,26,31,60
107.09.11,FE601,非洲菊-白雪,105,台北市場,54,52,50,52.2,36
107.09.11,FE900,非洲菊-迷你混色,105,台北市場,38,38,38,38,50
107.09.11,FG116,劍蘭-雙色金紅,105,台北市場,80,70,61,70.3,196
