2016-09-15,中秋節,2,放假之紀念日及節日,全國各機關學校放假一日，適逢星期四，調整九月十六日為放假日，並於九月十日補行上班一日。
2016-09-16,,2,調整放假日,
2016-09-17,,2,星期六、星期日,
2016-09-18,,2,星期六、星期日,
2016-09-24,,2,星期六、星期日,
2016-09-25,,2,星期六、星期日,
2016-10-01,,2,星期六、星期日,
2016-10-02,,2,星期六、星期日,
2016-10-08,,2,星期六、星期日,
2016-10-09,,2,星期六、星期日,
2016-10-10,國慶日,2,放假之紀念日及節日,全國各機關學校放假一日。
2016-10-15,,2,星期六、星期日,
2016-10-16,,2,星期六、星期日,
2016-10-22,,2,星期六、星期日,
2016-10-23,,2,星期六、星期日,
2016-10-29,,2,星期六、星期日,
2016-10-30,,2,星期六、星期日,
2016-11-05,,2,星期六、星期日,
2016-11-06,,2,星期六、星期日,
2016-11-12,,2,星期六、星期日,
2016-11-13,,2,星期六、星期日,
2016-11-19,,2,星期六、星期日,
2016-11-20,,2,星期六、星期日,
2016-11-26,,2,星期六、星期日,
2016-11-27,,2,星期六、星期日,
2016-12-03,,2,星期六、星期日,
2016-12-04,,2,星期六、星期日,
2016-12-10,,2,星期六、星期日,
2016-12-11,,2,星期六、星期日,
2016-12-17,,2,星期六、星期日,
2016-12-18,,2,星期六、星期日,
2016-12-24,,2,星期六、星期日,
2016-12-25,,2,星期六、星期日,
2016-12-31,,2,星期六、星期日,
2017-01-01,中華民國開國紀念日,2,放假之紀念日及節日,全國各機關學校放假一日，適逢星期日，於一月二日補假一日。
2017-01-02,,2,補假,
2017-01-07,,2,星期六、星期日,
2017-01-08,,2,星期六、星期日,
2017-01-14,,2,星期六、星期日,
2017-01-15,,2,星期六、星期日,
2017-01-21,,2,星期六、星期日,
2017-01-22,,2,星期六、星期日,
2017-01-27,農曆除夕,2,放假之紀念日及節日,全國各機關學校放假一日。
2017-01-28,春節,2,放假之紀念日及節日,全國各機關學校於一月二十八日至一月三十日放假三日，其中春節初一、初二適逢星期六、日，分別於一月三十一日及二月一日補假一日。
2017-01-29,春節,2,放假之紀念日及節日,全國各機關學校於一月二十八日至一月三十日放假三日，其中春節初一、初二適逢星期六、日，分別於一月三十一日及二月一日補假一日。
2017-01-30,春節,2,放假之紀念日及節日,全國各機關學校於一月二十八日至一月三十日放假三日，其中春節初一、初二適逢星期六、日，分別於一月三十一日及二月一日補假一日。
2017-01-31,,2,補假,
2017-02-01,,2,補假,
2017-02-04,,2,星期六、星期日,
2017-02-05,,2,星期六、星期日,
2017-02-11,,2,星期六、星期日,
2017-02-12,,2,星期六、星期日,
2017-02-18,,0,補行上班日,
2017-02-19,,2,星期六、星期日,
2017-02-25,,2,星期六、星期日,
2017-02-26,,2,星期六、星期日,
2017-02-27,,2,調整放假日,
