106年04月09日 12時28分00秒,死亡1,受傷0,普通重型-機車
106年04月09日 23時10分00秒,死亡1,受傷1,自用-小客車
106年04月10日 07時03分00秒,死亡1,受傷0,普通重型-機車
106年04月10日 09時37分00秒,死亡1,受傷0,普通重型-機車
106年04月10日 18時20分00秒,死亡1,受傷1,拼裝車-其他車
106年04月10日 18時40分00秒,死亡1,受傷0,自用-小客車
106年04月10日 18時59分00秒,死亡1,受傷0,行人-人
106年04月10日 22時10分00秒,死亡1,受傷0,自用-小客車
106年04月11日 02時44分00秒,死亡1,受傷1,普通重型-機車
106年04月11日 08時52分00秒,死亡1,受傷0,自用-小客車
106年04月11日 10時54分00秒,死亡1,受傷0,自用-小客車
106年04月11日 14時35分00秒,死亡1,受傷0,營業用-曳引車
106年04月11日 15時55分00秒,死亡1,受傷0,營業用-半聯結車
106年04月11日 16時50分00秒,死亡1,受傷0,自用-小客車
106年04月11日 17時00分00秒,死亡1,受傷1,自用-大貨車
106年04月11日 22時20分00秒,死亡1,受傷0,自用-小客車
106年04月12日 04時19分00秒,死亡1,受傷0,自用-小客車
106年04月12日 16時15分00秒,死亡1,受傷0,腳踏自行車-慢車
106年04月12日 21時36分00秒,死亡1,受傷1,普通重型-機車
106年04月13日 07時20分00秒,死亡1,受傷0,自用-小客車
106年04月13日 11時05分00秒,死亡1,受傷0,自用-小客車
106年04月13日 11時06分00秒,死亡1,受傷0,電動自行車-慢車
106年04月13日 12時43分00秒,死亡1,受傷0,自用-小客車
106年04月13日 21時34分00秒,死亡1,受傷0,自用-小客車
106年04月13日 22時25分00秒,死亡1,受傷0,自用-小客車
106年04月14日 08時15分00秒,死亡1,受傷0,普通重型-機車
106年04月14日 09時25分00秒,死亡1,受傷0,普通輕型-機車
106年04月14日 16時21分00秒,死亡1,受傷1,營業用-小貨車(含客、貨兩用)
106年04月14日 21時07分00秒,死亡1,受傷1,普通重型-機車
106年04月14日 21時50分00秒,死亡1,受傷0,自用-小客車
106年04月14日 23時07分00秒,死亡1,受傷1,普通重型-機車
106年04月15日 00時06分00秒,死亡1,受傷0,大型重型2(250-550C.C.)-機車
106年04月15日 14時36分00秒,死亡1,受傷0,普通重型-機車
106年04月15日 14時37分00秒,死亡1,受傷0,營業用-半聯結車
106年04月15日 16時22分00秒,死亡1,受傷2,普通重型-機車
106年04月15日 23時04分00秒,死亡1,受傷5,自用-小貨車(含客、貨兩用)
106年04月16日 08時13分00秒,死亡1,受傷0,普通重型-機車
106年04月16日 18時30分00秒,死亡1,受傷0,自用-小客車
106年04月16日 18時55分00秒,死亡1,受傷4,自用-小客車
